HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N13.HOG0000325	OG0000008	n361										I3_g3005.t1_1	JL_Mother_g9581.t1_1					
N13.HOG0000326	OG0000008	n362										I3_g23957.t1_1	JL_Mother_g9577.t1_1					
N13.HOG0000327	OG0000008	n373											JL_Mother_g36843.t1_1					
N13.HOG0000328	OG0000008	n382										I3_g21073.t1_1	JL_Mother_g6247.t1_1, JL_Mother_g6514.t1_1					
N13.HOG0000329	OG0000008	n390											JL_Mother_g26673.t1_1, JL_Mother_g15048.t1_1					
N13.HOG0000330	OG0000008	n396										I3_g36155.t1_1	JL_Mother_g28900.t1_1, JL_Mother_g29696.t1_1, JL_Mother_g26912.t1_1					
N13.HOG0000331	OG0000008	n402											JL_Mother_g40013.t1_1					
N13.HOG0000332	OG0000008	n408										I3_g15128.t1_1	JL_Mother_g22314.t1_1, JL_Mother_g23997.t1_1, JL_Mother_g33677.t1_1, JL_Mother_g3119.t1_1					
N13.HOG0000333	OG0000008	n429										I3_g6982.t1_1	JL_Mother_g19454.t1_1, JL_Mother_g18602.t1_1					
N13.HOG0000334	OG0000008	n437											JL_Mother_g1450.t1_1					
N13.HOG0000335	OG0000008	n442											JL_Mother_g6287.t1_1					
N13.HOG0000336	OG0000008	n446											JL_Mother_g28964.t1_1					
N13.HOG0000337	OG0000008	n447											JL_Mother_g23854.t1_1, JL_Mother_g19507.t1_1, JL_Mother_g19509.t1_1					
N13.HOG0000338	OG0000008	n450											JL_Mother_g24355.t1_1, JL_Mother_g2436.t1_1					
N13.HOG0000339	OG0000008	n451											JL_Mother_g18890.t1_1					
N13.HOG0000340	OG0000008	n452										I3_g3654.t3_1	JL_Mother_g7828.t1_1					
N13.HOG0000341	OG0000008	n455										I3_g4340.t1_1	JL_Mother_g29072.t1_1					
N13.HOG0000342	OG0000008	n463										I3_g32368.t1_1						
N13.HOG0000343	OG0000008	n470										I3_g3654.t1_1						
N13.HOG0000344	OG0000008	n473										I3_g4009.t1_1, I3_g27842.t1_1, I3_g28584.t1_1	JL_Mother_g5550.t1_1					
N13.HOG0000345	OG0000008	n481											JL_Mother_g35568.t1_1					
N13.HOG0000346	OG0000008	n483											JL_Mother_g15130.t1_1					
N13.HOG0000347	OG0000008	n509											JL_Mother_g6133.t1_1					
N13.HOG0000348	OG0000008	n512											JL_Mother_g39437.t1_1					
N13.HOG0000349	OG0000008	n514											JL_Mother_g19533.t1_1					
N13.HOG0000350	OG0000008	n516											JL_Mother_g8959.t1_1					
N13.HOG0000351	OG0000008	n521											JL_Mother_g31355.t1_1					
N13.HOG0000352	OG0000008	n531											JL_Mother_g24247.t1_1					
N13.HOG0000353	OG0000008	n536										I3_g483.t1_1	JL_Mother_g40556.t1_1, JL_Mother_g31700.t1_1					
N13.HOG0000354	OG0000008	n544										I3_g4621.t1_1	JL_Mother_g35432.t1_1					
N13.HOG0000355	OG0000008	n549											JL_Mother_g1672.t1_1					
N13.HOG0000356	OG0000008	n550											JL_Mother_g1634.t1_1					
N13.HOG0000357	OG0000008	n554											JL_Mother_g30288.t1_1					
N13.HOG0000358	OG0000008	n558											JL_Mother_g33090.t1_1					
N13.HOG0000359	OG0000008	n562										I3_g6174.t1_1						
N13.HOG0000360	OG0000008	n564										I3_g9265.t1_1	JL_Mother_g35120.t1_1					
N13.HOG0000361	OG0000008	n569											JL_Mother_g16620.t1_1					
N13.HOG0000362	OG0000008	n591											JL_Mother_g5830.t1_1, JL_Mother_g948.t1_1					
N13.HOG0000363	OG0000008	n595											JL_Mother_g8313.t1_1					
N13.HOG0000364	OG0000008	n597										I3_g32293.t1_1	JL_Mother_g38841.t1_1					
N13.HOG0000365	OG0000008	n607											JL_Mother_g17575.t1_1					
N13.HOG0000366	OG0000008	n619										I3_g13052.t1_1	JL_Mother_g41782.t1_1					
N13.HOG0000367	OG0000008	n622										I3_g45523.t1_1						
N13.HOG0000368	OG0000008	n623											JL_Mother_g16409.t1_1					
N13.HOG0000369	OG0000008	n626										I3_g14051.t1_1	JL_Mother_g24601.t1_1					
N13.HOG0000370	OG0000008	n636											JL_Mother_g23162.t1_1					
N13.HOG0000371	OG0000008	n637											JL_Mother_g37746.t1_1					
N13.HOG0000372	OG0000008	n653										I3_g24613.t1_1	JL_Mother_g1851.t1_1					
N13.HOG0000373	OG0000008	n655											JL_Mother_g2635.t1_1					
N13.HOG0000374	OG0000008	n656										I3_g8862.t1_1	JL_Mother_g11694.t1_1					
N13.HOG0000375	OG0000008	n658											JL_Mother_g2150.t1_1					
N13.HOG0000376	OG0000008	n674											JL_Mother_g16342.t1_1					
N13.HOG0000377	OG0000008	n676											JL_Mother_g25114.t1_1					
N13.HOG0000378	OG0000008	n681										I3_g4924.t1_1	JL_Mother_g4418.t1_1					
N13.HOG0000379	OG0000008	n684										I3_g25949.t1_1						
N13.HOG0000380	OG0000008	n687											JL_Mother_g13864.t1_1					
N13.HOG0000381	OG0000008	n700											JL_Mother_g2237.t1_1					
N13.HOG0000382	OG0000008	n714										I3_g14056.t1_1	JL_Mother_g12885.t1_1					
N13.HOG0000383	OG0000008	n715										I3_g39342.t1_1	JL_Mother_g23393.t1_1, JL_Mother_g40037.t1_1					
N13.HOG0000384	OG0000008	n720											JL_Mother_g6672.t1_1					
N13.HOG0000385	OG0000008	n723											JL_Mother_g11534.t1_1					
N13.HOG0000386	OG0000008	n724											JL_Mother_g24101.t1_1					
N13.HOG0000387	OG0000008	n725											JL_Mother_g29758.t1_1					
N13.HOG0000388	OG0000008	n730										I3_g4764.t1_1						
N13.HOG0000389	OG0000008	n731										I3_g3073.t1_1	JL_Mother_g9635.t1_1					
N13.HOG0000390	OG0000008	n746											JL_Mother_g15102.t1_1					
N13.HOG0000391	OG0000008	n752											JL_Mother_g8723.t1_1					
N13.HOG0000392	OG0000008	n754										I3_g13604.t1_1	JL_Mother_g18407.t1_1					
N13.HOG0000393	OG0000008	n758										I3_g19992.t1_1	JL_Mother_g19132.t1_1					
N13.HOG0000394	OG0000008	n763										I3_g35162.t1_1						
N13.HOG0000395	OG0000008	n772										I3_g14929.t1_1						
N13.HOG0000396	OG0000008	n774											JL_Mother_g1025.t1_1					
N13.HOG0000397	OG0000008	n775										I3_g46070.t1_1						
N13.HOG0000398	OG0000008	n777											JL_Mother_g2189.t1_1					
N13.HOG0000399	OG0000010	n29										I3_g16206.t1_1, I3_g3129.t1_1						
N13.HOG0000400	OG0000010	n32										I3_g6197.t1_1	JL_Mother_g13410.t1_1					
N13.HOG0000401	OG0000010	n43										I3_g30810.t1_1, I3_g20074.t1_1	JL_Mother_g4389.t1_1					
N13.HOG0000402	OG0000010	n49										I3_g171.t3_1						
N13.HOG0000403	OG0000010	n55										I3_g8811.t1_1	JL_Mother_g16356.t1_1					
N13.HOG0000404	OG0000010	n64										I3_g8824.t1_1	JL_Mother_g11670.t1_1					
N13.HOG0000405	OG0000010	n66										I3_g22073.t1_1						
N13.HOG0000406	OG0000010	n77											JL_Mother_g21123.t1_1					
N13.HOG0000407	OG0000010	n82										I3_g32358.t1_1, I3_g5828.t1_1	JL_Mother_g5952.t1_1					
N13.HOG0000408	OG0000010	n89											JL_Mother_g3269.t1_1					
N13.HOG0000409	OG0000010	n91											JL_Mother_g16353.t1_1					
N13.HOG0000410	OG0000010	n92										I3_g18597.t1_1						
N13.HOG0000411	OG0000010	n94										I3_g33313.t1_1	JL_Mother_g130.t1_1					
N13.HOG0000412	OG0000010	n105											JL_Mother_g4491.t1_1					
N13.HOG0000413	OG0000010	n107											JL_Mother_g3291.t1_1, JL_Mother_g15122.t1_1					
N13.HOG0000414	OG0000010	n109										I3_g23002.t1_1						
N13.HOG0000415	OG0000010	n110										I3_g22080.t1_1						
N13.HOG0000416	OG0000010	n113										I3_g16834.t1_1						
N13.HOG0000417	OG0000010	n118										I3_g14894.t1_1	JL_Mother_g136.t1_1					
N13.HOG0000418	OG0000010	n121											JL_Mother_g2562.t1_1					
N13.HOG0000419	OG0000010	n123										I3_g10321.t1_1	JL_Mother_g13127.t1_1					
N13.HOG0000420	OG0000010	n128										I3_g20444.t1_1	JL_Mother_g15636.t1_1					
N13.HOG0000421	OG0000010	n144										I3_g6031.t1_1	JL_Mother_g37357.t1_1					
N13.HOG0000422	OG0000010	n146										I3_g14815.t1_1	JL_Mother_g13895.t1_1					
N13.HOG0000423	OG0000010	n149										I3_g1684.t1_1, I3_g9526.t1_1, I3_g2271.t1_1	JL_Mother_g24479.t3_1					
N13.HOG0000424	OG0000010	n158										I3_g7742.t1_1	JL_Mother_g33727.t1_1					
N13.HOG0000425	OG0000010	n165										I3_g28437.t1_1	JL_Mother_g11618.t1_1, JL_Mother_g26774.t1_1					
N13.HOG0000426	OG0000010	n170											JL_Mother_g22496.t1_1					
N13.HOG0000427	OG0000010	n171											JL_Mother_g4251.t1_1					
N13.HOG0000428	OG0000010	n182											JL_Mother_g5498.t1_1					
N13.HOG0000429	OG0000010	n184										I3_g46086.t1_1	JL_Mother_g172.t1_1, JL_Mother_g12891.t1_1					
N13.HOG0000430	OG0000010	n195											JL_Mother_g1512.t1_1					
N13.HOG0000431	OG0000010	n202										I3_g4419.t1_1						
N13.HOG0000432	OG0000010	n204										I3_g12568.t1_1						
N13.HOG0000433	OG0000010	n211										I3_g41141.t1_1, I3_g1685.t1_1	JL_Mother_g15124.t1_1					
N13.HOG0000434	OG0000010	n226										I3_g22012.t1_1	JL_Mother_g38795.t1_1					
N13.HOG0000435	OG0000010	n236											JL_Mother_g8746.t1_1					
N13.HOG0000436	OG0000010	n245											JL_Mother_g2598.t1_1					
N13.HOG0000437	OG0000010	n266										I3_g28438.t1_1						
N13.HOG0000438	OG0000010	n271										I3_g18684.t1_1	JL_Mother_g10936.t1_1					
N13.HOG0000439	OG0000010	n276										I3_g6010.t1_1	JL_Mother_g2183.t1_1					
N13.HOG0000440	OG0000010	n287											JL_Mother_g16582.t1_1					
N13.HOG0000441	OG0000010	n293										I3_g14931.t1_1						
N13.HOG0000442	OG0000010	n295										I3_g2457.t1_1	JL_Mother_g1140.t1_1					
N13.HOG0000443	OG0000010	n296										I3_g6103.t2_1	JL_Mother_g5237.t1_1					
N13.HOG0000444	OG0000010	n315											JL_Mother_g3291.t2_1					
N13.HOG0000445	OG0000010	n320											JL_Mother_g19348.t1_1					
N13.HOG0000446	OG0000010	n322										I3_g1538.t1_1						
N13.HOG0000447	OG0000010	n326										I3_g16790.t1_1	JL_Mother_g3307.t1_1					
N13.HOG0000448	OG0000010	n328										I3_g26945.t1_1	JL_Mother_g13122.t1_1					
N13.HOG0000449	OG0000010	n330											JL_Mother_g25846.t1_1					
N13.HOG0000450	OG0000010	n331										I3_g14690.t1_1	JL_Mother_g24154.t1_1					
N13.HOG0000451	OG0000010	n344										I3_g26944.t1_1						
N13.HOG0000452	OG0000010	n354										I3_g3759.t1_1						
N13.HOG0000453	OG0000010	n358										I3_g28436.t1_1						
N13.HOG0000454	OG0000010	n360										I3_g18606.t1_1	JL_Mother_g654.t1_1					
N13.HOG0000455	OG0000010	n367										I3_g1615.t1_1						
N13.HOG0000456	OG0000010	n375										I3_g18458.t1_1						
N13.HOG0000457	OG0000010	n378										I3_g5122.t1_1	JL_Mother_g2566.t1_1					
N13.HOG0000458	OG0000010	n380										I3_g13366.t1_1	JL_Mother_g8742.t1_1					
N13.HOG0000459	OG0000010	n390											JL_Mother_g33734.t1_1					
N13.HOG0000460	OG0000010	n403										I3_g7419.t1_1						
N13.HOG0000461	OG0000010	n406										I3_g9534.t1_1, I3_g6184.t1_1						
N13.HOG0000462	OG0000010	n419											JL_Mother_g32150.t1_1					
N13.HOG0000463	OG0000010	n420										I3_g35938.t1_1, I3_g8182.t1_1	JL_Mother_g1622.t1_1					
N13.HOG0000464	OG0000010	n431											JL_Mother_g32297.t1_1					
N13.HOG0000465	OG0000010	n433										I3_g18307.t2_1	JL_Mother_g23116.t1_1, JL_Mother_g6508.t1_1					
N13.HOG0000466	OG0000010	n448										I3_g45803.t1_1						
N13.HOG0000467	OG0000010	n461										I3_g12652.t1_1						
N13.HOG0000468	OG0000010	n489										I3_g18595.t1_1	JL_Mother_g4504.t1_1					
N13.HOG0000469	OG0000010	n491										I3_g16174.t1_1						
N13.HOG0000470	OG0000010	n494										I3_g39329.t1_1						
N13.HOG0000471	OG0000010	n495										I3_g14908.t1_1						
N13.HOG0000472	OG0000010	n497											JL_Mother_g22482.t1_1					
N13.HOG0000473	OG0000010	n504										I3_g30805.t1_1	JL_Mother_g1109.t1_1, JL_Mother_g795.t1_1					
N13.HOG0000474	OG0000010	n511										I3_g26711.t1_1						
N13.HOG0000475	OG0000010	n526										I3_g40138.t1_1						
N13.HOG0000476	OG0000010	n527										I3_g36576.t1_1						
N13.HOG0000477	OG0000010	n528										I3_g10326.t1_1						
N13.HOG0000478	OG0000010	n532										I3_g4438.t1_1	JL_Mother_g35437.t1_1					
N13.HOG0000479	OG0000010	n533										I3_g8223.t1_1						
N13.HOG0000480	OG0000010	n539										I3_g22627.t1_1						
N13.HOG0000481	OG0000010	n544										I3_g23595.t1_1						
N13.HOG0000482	OG0000010	n546											JL_Mother_g30818.t1_1					
N13.HOG0000483	OG0000010	n547										I3_g10236.t1_1, I3_g10235.t1_1	JL_Mother_g23974.t1_1, JL_Mother_g23973.t1_1					
N13.HOG0000484	OG0000010	n558											JL_Mother_g2024.t1_1					
N13.HOG0000485	OG0000010	n562										I3_g5172.t1_1	JL_Mother_g29412.t1_1, JL_Mother_g29411.t1_1					
N13.HOG0000486	OG0000010	n570										I3_g12707.t1_1						
N13.HOG0000487	OG0000010	n601										I3_g3737.t1_1	JL_Mother_g3033.t1_1					
N13.HOG0000488	OG0000010	n602										I3_g155.t1_1	JL_Mother_g15344.t1_1					
N13.HOG0000489	OG0000010	n603										I3_g4437.t1_1						
N13.HOG0000490	OG0000010	n613											JL_Mother_g4591.t1_1					
N13.HOG0000491	OG0000010	n614											JL_Mother_g739.t1_1, JL_Mother_g23323.t1_1					
N13.HOG0000492	OG0000010	n616										I3_g29796.t1_1	JL_Mother_g5994.t1_1					
N13.HOG0000493	OG0000010	n617											JL_Mother_g32283.t1_1					
N13.HOG0000494	OG0000010	n619										I3_g8171.t1_1	JL_Mother_g8148.t1_1					
N13.HOG0000495	OG0000010	n620											JL_Mother_g4127.t1_1					
N13.HOG0000496	OG0000010	n621											JL_Mother_g25800.t1_1					
N13.HOG0000497	OG0000010	n633											JL_Mother_g4142.t1_1					
N13.HOG0000498	OG0000010	n635											JL_Mother_g33188.t1_1					
N13.HOG0000499	OG0000010	n655										I3_g12187.t1_1						
N13.HOG0000500	OG0000010	n658										I3_g6726.t1_1	JL_Mother_g15961.t1_1					
N13.HOG0000501	OG0000010	n660										I3_g38419.t1_1						
N13.HOG0000502	OG0000010	n667										I3_g8810.t1_1, I3_g26906.t1_1						
N13.HOG0000503	OG0000010	n683											JL_Mother_g37358.t1_1					
N13.HOG0000504	OG0000010	n685										I3_g7743.t1_1						
N13.HOG0000505	OG0000010	n694										I3_g39487.t1_1						
N13.HOG0000506	OG0000010	n698										I3_g43408.t1_1						
N13.HOG0000507	OG0000010	n702											JL_Mother_g8881.t1_1					
N13.HOG0000508	OG0000010	n704										I3_g6082.t1_1	JL_Mother_g3259.t1_1					
N13.HOG0000509	OG0000010	n714										I3_g7793.t1_1, I3_g33862.t1_1						
N13.HOG0000510	OG0000010	n716										I3_g33862.t2_1						
N13.HOG0000511	OG0000010	n721										I3_g34701.t1_1, I3_g50089.t1_1, I3_g19635.t1_1						
N13.HOG0000512	OG0000010	n743											JL_Mother_g4436.t2_1					
N13.HOG0000513	OG0000010	n744										I3_g25242.t1_1	JL_Mother_g4436.t1_1					
N13.HOG0000514	OG0000011	n36										I3_g10620.t1_1, I3_g13350.t1_1						
N13.HOG0000515	OG0000011	n79										I3_g5080.t1_1	JL_Mother_g6447.t1_1					
N13.HOG0000516	OG0000011	n90											JL_Mother_g25715.t1_1					
N13.HOG0000517	OG0000011	n110										I3_g10620.t2_1						
N13.HOG0000518	OG0000011	n130											JL_Mother_g16947.t1_1					
N13.HOG0000519	OG0000011	n148										I3_g24498.t1_1	JL_Mother_g22659.t1_1					
N13.HOG0000520	OG0000011	n177										I3_g16910.t1_1						
N13.HOG0000521	OG0000011	n193										I3_g14474.t1_1						
N13.HOG0000522	OG0000011	n199											JL_Mother_g3793.t1_1					
N13.HOG0000523	OG0000011	n236											JL_Mother_g18431.t1_1					
N13.HOG0000524	OG0000011	n244										I3_g13349.t1_1						
N13.HOG0000525	OG0000011	n245										I3_g5969.t1_1						
N13.HOG0000526	OG0000011	n258										I3_g22817.t1_1, I3_g9215.t1_1	JL_Mother_g25340.t1_1					
N13.HOG0000527	OG0000011	n278										I3_g33806.t1_1						
N13.HOG0000528	OG0000011	n279										I3_g13897.t1_1						
N13.HOG0000529	OG0000011	n287											JL_Mother_g3747.t1_1					
N13.HOG0000530	OG0000011	n300										I3_g13214.t1_1						
N13.HOG0000531	OG0000011	n308											JL_Mother_g11616.t1_1					
N13.HOG0000532	OG0000011	n324										I3_g17877.t1_1						
N13.HOG0000533	OG0000011	n352										I3_g7128.t1_1						
N13.HOG0000534	OG0000011	n353										I3_g29034.t1_1						
N13.HOG0000535	OG0000011	n354											JL_Mother_g31167.t1_1					
N13.HOG0000536	OG0000011	n371										I3_g20509.t1_1						
N13.HOG0000537	OG0000011	n402										I3_g40318.t1_1, I3_g13898.t1_1						
N13.HOG0000538	OG0000011	n423											JL_Mother_g11617.t1_1					
N13.HOG0000539	OG0000011	n426											JL_Mother_g38106.t1_1					
N13.HOG0000540	OG0000011	n430										I3_g26749.t1_1						
N13.HOG0000541	OG0000011	n433											JL_Mother_g27888.t1_1					
N13.HOG0000542	OG0000011	n452										I3_g13212.t1_1						
N13.HOG0000543	OG0000011	n461										I3_g41733.t1_1						
N13.HOG0000544	OG0000011	n471										I3_g9216.t1_1						
N13.HOG0000545	OG0000011	n476										I3_g2327.t1_1						
N13.HOG0000546	OG0000011	n481											JL_Mother_g15142.t1_1, JL_Mother_g26184.t1_1, JL_Mother_g32246.t1_1					
N13.HOG0000547	OG0000011	n486											JL_Mother_g18475.t1_1					
N13.HOG0000548	OG0000011	n497											JL_Mother_g28148.t1_1					
N13.HOG0000549	OG0000011	n510										I3_g23982.t1_1	JL_Mother_g17469.t1_1, JL_Mother_g3225.t1_1, JL_Mother_g19455.t1_1					
N13.HOG0000550	OG0000011	n534										I3_g836.t1_1						
N13.HOG0000551	OG0000011	n558											JL_Mother_g40446.t1_1					
N13.HOG0000552	OG0000011	n597										I3_g38016.t1_1						
N13.HOG0000553	OG0000011	n647										I3_g6189.t1_1						
N13.HOG0000554	OG0000011	n649										I3_g13896.t1_1						
N13.HOG0000555	OG0000011	n669											JL_Mother_g10786.t1_1					
N13.HOG0000556	OG0000011	n680											JL_Mother_g18514.t1_1					
N13.HOG0000557	OG0000011	n687										I3_g10619.t1_1						
N13.HOG0000558	OG0000011	n696										I3_g38553.t1_1	JL_Mother_g4201.t1_1					
N13.HOG0000559	OG0000011	n710											JL_Mother_g27890.t1_1					
N13.HOG0000560	OG0000011	n713										I3_g9613.t1_1						
N13.HOG0000561	OG0000012	n25										I3_g17874.t1_1						
N13.HOG0000562	OG0000012	n55										I3_g37209.t1_1, I3_g42186.t1_1						
N13.HOG0000563	OG0000012	n60										I3_g28569.t1_1						
N13.HOG0000564	OG0000012	n64										I3_g37510.t1_1						
N13.HOG0000565	OG0000012	n68											JL_Mother_g31744.t1_1					
N13.HOG0000566	OG0000012	n72											JL_Mother_g8546.t1_1					
N13.HOG0000567	OG0000012	n73											JL_Mother_g16080.t1_1					
N13.HOG0000568	OG0000012	n92										I3_g19155.t1_1						
N13.HOG0000569	OG0000012	n107										I3_g8927.t1_1						
N13.HOG0000570	OG0000012	n118										I3_g10989.t1_1						
N13.HOG0000571	OG0000012	n130											JL_Mother_g34743.t1_1, JL_Mother_g42008.t1_1					
N13.HOG0000572	OG0000012	n139										I3_g45278.t1_1						
N13.HOG0000573	OG0000012	n144										I3_g4074.t2_1						
N13.HOG0000574	OG0000012	n148										I3_g4074.t1_1						
N13.HOG0000575	OG0000012	n156										I3_g30884.t1_1, I3_g29917.t1_1						
N13.HOG0000576	OG0000012	n160										I3_g40623.t1_1						
N13.HOG0000577	OG0000012	n163											JL_Mother_g7597.t1_1					
N13.HOG0000578	OG0000012	n175										I3_g21285.t1_1	JL_Mother_g18998.t1_1					
N13.HOG0000579	OG0000012	n186										I3_g23535.t1_1						
N13.HOG0000580	OG0000012	n200										I3_g28065.t1_1						
N13.HOG0000581	OG0000012	n208											JL_Mother_g8718.t1_1					
N13.HOG0000582	OG0000012	n216										I3_g28065.t2_1						
N13.HOG0000583	OG0000012	n223										I3_g36493.t1_1	JL_Mother_g34862.t2_1					
N13.HOG0000584	OG0000012	n255										I3_g46607.t1_1						
N13.HOG0000585	OG0000012	n258										I3_g7744.t1_1						
N13.HOG0000586	OG0000012	n260										I3_g7756.t1_1, I3_g7749.t1_1	JL_Mother_g40140.t1_1, JL_Mother_g40136.t1_1					
N13.HOG0000587	OG0000012	n274										I3_g36570.t1_1						
N13.HOG0000588	OG0000012	n281										I3_g7580.t1_1	JL_Mother_g10519.t1_1					
N13.HOG0000589	OG0000012	n283										I3_g22905.t1_1	JL_Mother_g14828.t1_1					
N13.HOG0000590	OG0000012	n300										I3_g8806.t1_1						
N13.HOG0000591	OG0000012	n319										I3_g36177.t1_1	JL_Mother_g1080.t1_1					
N13.HOG0000592	OG0000012	n337										I3_g16914.t1_1						
N13.HOG0000593	OG0000012	n343										I3_g48371.t1_1	JL_Mother_g26740.t1_1					
N13.HOG0000594	OG0000012	n351										I3_g37386.t1_1						
N13.HOG0000595	OG0000012	n360										I3_g17731.t2_1, I3_g17731.t1_1						
N13.HOG0000596	OG0000012	n365										I3_g48816.t1_1						
N13.HOG0000597	OG0000012	n372										I3_g37942.t1_1						
N13.HOG0000598	OG0000012	n373										I3_g46254.t1_1						
N13.HOG0000599	OG0000012	n375										I3_g29904.t1_1						
N13.HOG0000600	OG0000012	n382										I3_g14517.t1_1	JL_Mother_g24064.t1_1					
N13.HOG0000601	OG0000012	n401										I3_g279.t1_1						
N13.HOG0000602	OG0000012	n432										I3_g27748.t1_1						
N13.HOG0000603	OG0000012	n443										I3_g37255.t2_1	JL_Mother_g35348.t3_1, JL_Mother_g35348.t1_1, JL_Mother_g7868.t1_1					
N13.HOG0000604	OG0000012	n450											JL_Mother_g2344.t1_1, JL_Mother_g36815.t1_1, JL_Mother_g36815.t2_1					
N13.HOG0000605	OG0000012	n456											JL_Mother_g516.t1_1					
N13.HOG0000606	OG0000012	n461											JL_Mother_g34669.t1_1					
N13.HOG0000607	OG0000012	n464										I3_g27929.t2_1, I3_g27929.t3_1						
N13.HOG0000608	OG0000012	n470											JL_Mother_g36814.t1_1, JL_Mother_g36814.t2_1					
