HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N1.HOG0000388	OG0000200	n95												PON34564.1		PON47346.1		
N1.HOG0000389	OG0000201	n4												PON39116.1		PON99963.1, PON99965.1		
N1.HOG0000390	OG0000201	n11												PON39101.1		PON93811.1		
N1.HOG0000391	OG0000201	n12												PON39102.1		PON93812.1		
N1.HOG0000392	OG0000201	n44												PON39109.1		PON99970.1		
N1.HOG0000393	OG0000201	n46												PON39107.1		PON99972.1		
N1.HOG0000394	OG0000201	n48												PON39750.1		PON93784.1, PON93786.1		
N1.HOG0000395	OG0000201	n53												PON39111.1		PON99968.1		
N1.HOG0000396	OG0000201	n54												PON39765.1		PON93772.1, PON93771.1, PON93767.1, PON93773.1, PON93769.1		
N1.HOG0000397	OG0000201	n59												PON39756.1		PON93777.1, PON93779.1		
N1.HOG0000398	OG0000201	n72												PON39748.1		PON93788.1		
N1.HOG0000399	OG0000201	n85												PON63291.1		PON93782.1, PON85430.1		
N1.HOG0000400	OG0000201	n87												PON39759.1, PON39752.1, PON39754.1		PON93783.1		
N1.HOG0000401	OG0000202	n0												PON63441.1, PON73617.1				
N1.HOG0000402	OG0000203	n1												PON47129.1		PON51846.1		
N1.HOG0000403	OG0000203	n19												PON39964.1		PON74032.1		
N1.HOG0000404	OG0000203	n21												PON37346.1		PON74036.1		
N1.HOG0000405	OG0000203	n40												PON37345.1, PON39965.1		PON74035.1		
N1.HOG0000406	OG0000203	n150												PON48293.1, PON39962.1		PON74030.1		
N1.HOG0000407	OG0000204	n0												PON67892.1		PON81417.1		
N1.HOG0000408	OG0000205	n2														PON62547.1		
N1.HOG0000409	OG0000205	n28												PON45115.1		PON62548.1		
N1.HOG0000410	OG0000205	n48												PON45117.1		PON62549.1		
N1.HOG0000411	OG0000205	n62														PON62543.1		
N1.HOG0000412	OG0000205	n150														PON62546.1		
N1.HOG0000413	OG0000207	n0												PON43233.1				
N1.HOG0000414	OG0000208	n1												PON70842.1, PON70841.1		PON80926.1		
N1.HOG0000415	OG0000208	n77												PON70839.1		PON80930.1		
N1.HOG0000416	OG0000208	n82												PON56496.1		PON87596.1		
N1.HOG0000417	OG0000208	n100												PON46222.1		PON85612.1		
N1.HOG0000418	OG0000208	n116												PON56495.1, PON70844.1		PON80923.1		
N1.HOG0000419	OG0000208	n121												PON70843.1		PON80929.1		
N1.HOG0000420	OG0000208	n122												PON70845.1		PON80928.1		
N1.HOG0000421	OG0000210	n0														PON31373.1		
N1.HOG0000422	OG0000211	n6												PON76032.1		PON43339.1		
N1.HOG0000423	OG0000211	n7												PON50374.1		PON67526.1		
N1.HOG0000424	OG0000211	n12												PON38243.1		PON63519.1		
N1.HOG0000425	OG0000211	n13												PON66608.1		PON61810.1		
N1.HOG0000426	OG0000211	n14												PON41700.1		PON89718.1		
N1.HOG0000427	OG0000211	n15												PON62721.1		PON41207.1, PON91213.1		
N1.HOG0000428	OG0000212	n5												PON62616.1		PON51094.1		
N1.HOG0000429	OG0000212	n6												PON31164.1, PON32187.1		PON94398.1, PON97308.1		
N1.HOG0000430	OG0000213	n3												PON58983.1		PON51441.1		
N1.HOG0000431	OG0000213	n5												PON58993.1		PON38663.1		
N1.HOG0000432	OG0000213	n6												PON58992.1		PON38665.1		
N1.HOG0000433	OG0000213	n64												PON55359.1		PON37729.1		
N1.HOG0000434	OG0000213	n148												PON35458.1		PON43748.1		
N1.HOG0000435	OG0000213	n149												PON31772.1		POO01804.1		
N1.HOG0000436	OG0000214	n49												PON72104.1		PON96842.1		
N1.HOG0000437	OG0000214	n50												PON72103.1, PON72102.1, PON72100.1		PON96841.1		
N1.HOG0000438	OG0000214	n72												PON39360.1, PON39366.1		PON94166.1		
N1.HOG0000439	OG0000214	n94												PON39363.1		PON94157.1		
N1.HOG0000440	OG0000214	n95												PON38723.1, PON38734.1, PON38728.1		PON94161.1		
N1.HOG0000441	OG0000215	n1												PON51144.1		POO02098.1		
N1.HOG0000442	OG0000215	n75												PON38934.1				
N1.HOG0000443	OG0000215	n96												PON41343.1		PON55302.1		
N1.HOG0000444	OG0000215	n101												PON65474.1		PON85728.1		
N1.HOG0000445	OG0000215	n107												PON48823.1		PON33242.1		
N1.HOG0000446	OG0000215	n110														PON79345.1		
N1.HOG0000447	OG0000215	n121												PON44658.1, PON57268.1		PON54809.1		
N1.HOG0000448	OG0000215	n149														PON87731.1		
N1.HOG0000449	OG0000215	n151														PON39316.1		
N1.HOG0000450	OG0000215	n153												PON77883.1				
N1.HOG0000451	OG0000216	n0														PON77130.1		
N1.HOG0000452	OG0000217	n1												PON71631.1		PON36224.1		
N1.HOG0000453	OG0000217	n17												PON65495.1, PON65492.1, PON65487.1		PON60105.1, PON60102.1		
N1.HOG0000454	OG0000218	n2														PON92317.1		
N1.HOG0000455	OG0000218	n147												PON80532.1, PON60764.1		PON83521.1		
N1.HOG0000456	OG0000218	n158												PON31190.1		PON73655.1		
N1.HOG0000457	OG0000219	n0														PON81941.1		
N1.HOG0000458	OG0000224	n6												PON79096.1		PON83851.1		
N1.HOG0000459	OG0000224	n7												PON48161.1		PON89204.1, PON44227.1, PON76975.1		
N1.HOG0000460	OG0000224	n10												PON35104.1, PON63324.1		POO00829.1		
N1.HOG0000461	OG0000224	n12												PON54994.1		POO00942.1		
N1.HOG0000462	OG0000225	n3												PON77165.1		PON56891.1		
N1.HOG0000463	OG0000225	n89												PON68695.1		PON82508.1, PON91192.1		
N1.HOG0000464	OG0000225	n94												PON63976.1		PON84400.1		
N1.HOG0000465	OG0000225	n95												PON50663.1, PON51748.1, PON78970.1, PON41084.1, PON56572.1, PON32618.1		PON70048.1		
N1.HOG0000466	OG0000225	n101														PON83175.1		
N1.HOG0000467	OG0000225	n126												PON55254.1, PON68952.1, PON37047.1		PON48715.1		
N1.HOG0000468	OG0000225	n136												PON50331.1		POO01061.1		
N1.HOG0000469	OG0000225	n138												PON72059.1				
N1.HOG0000470	OG0000225	n141												PON76063.1, PON58693.1		PON86640.1		
N1.HOG0000471	OG0000226	n2												PON76589.1				
N1.HOG0000472	OG0000226	n156												PON79764.1, PON55019.1				
N1.HOG0000473	OG0000227	n0														POO01930.1		
N1.HOG0000474	OG0000228	n1												PON60950.1		PON55879.1		
N1.HOG0000475	OG0000228	n125												PON60954.1		PON55884.1		
N1.HOG0000476	OG0000228	n140												PON60951.1		PON55880.1		
N1.HOG0000477	OG0000230	n1														PON92503.1		
N1.HOG0000478	OG0000230	n52												PON53888.1		PON86886.1		
N1.HOG0000479	OG0000230	n53												PON34415.1		PON86880.1		
N1.HOG0000480	OG0000234	n1												PON39969.1		PON49109.1		
N1.HOG0000481	OG0000234	n25												PON66381.1		PON89430.1		
N1.HOG0000482	OG0000234	n42												PON66386.1		PON89425.1		
N1.HOG0000483	OG0000234	n43												PON66387.1		PON89424.1		
N1.HOG0000484	OG0000234	n116												PON32553.1		PON71212.1		
N1.HOG0000485	OG0000234	n154												PON57942.1		PON90758.1		
N1.HOG0000486	OG0000234	n155												PON57941.1		PON90757.1		
N1.HOG0000487	OG0000238	n0												PON73949.1				
N1.HOG0000488	OG0000239	n3												PON33786.1		PON84973.1		
N1.HOG0000489	OG0000239	n4												PON54622.1		PON85017.1, PON85013.1, PON85007.1, PON85014.1		
N1.HOG0000490	OG0000239	n8												PON33793.1, PON41756.1		PON84958.1		
N1.HOG0000491	OG0000240	n2												PON74902.1		POO03427.1		
N1.HOG0000492	OG0000240	n3												PON78549.1		PON87686.1		
N1.HOG0000493	OG0000245	n1												PON31725.1		PON95053.1		
N1.HOG0000494	OG0000245	n19												PON53259.1		PON83328.1		
N1.HOG0000495	OG0000245	n94												PON53255.1		PON83324.1		
N1.HOG0000496	OG0000245	n96												PON53256.1		PON83325.1		
N1.HOG0000497	OG0000245	n97												PON53258.1		PON83327.1		
N1.HOG0000498	OG0000245	n147												PON53257.1		PON83326.1		
N1.HOG0000499	OG0000245	n148												PON60187.1		PON95054.1, PON95055.1		
N1.HOG0000500	OG0000245	n150												PON31726.1		PON95047.1, PON95050.1		
N1.HOG0000501	OG0000249	n1												PON33383.1		PON86285.1		
N1.HOG0000502	OG0000249	n12												PON33385.1		PON86284.1, PON89747.1, PON39056.1, PON37965.1, PON86287.1		
N1.HOG0000503	OG0000249	n18												PON63969.1, PON74392.1, PON35279.1		PON86283.1, PON86292.1		
N1.HOG0000504	OG0000251	n6														PON66433.1		
N1.HOG0000505	OG0000251	n7														PON88390.1		
N1.HOG0000506	OG0000254	n2												PON47213.1, PON50252.1, PON37183.1				
N1.HOG0000507	OG0000254	n5												PON75695.1		PON59555.1		
N1.HOG0000508	OG0000254	n6												PON31529.1		PON34252.1		
N1.HOG0000509	OG0000255	n1												PON38625.1, PON38626.1		POO00474.1		
N1.HOG0000510	OG0000255	n146												PON38619.1		PON79347.1		
N1.HOG0000511	OG0000255	n147												PON38623.1		PON79350.1		
N1.HOG0000512	OG0000257	n2												PON66735.1		PON60738.1		
N1.HOG0000513	OG0000257	n4												PON53512.1, PON32573.1				
N1.HOG0000514	OG0000257	n11														POO02678.1		
N1.HOG0000515	OG0000257	n12														PON69501.1, PON98653.1		
N1.HOG0000516	OG0000257	n29												PON44845.1, PON53513.1		PON83876.1		
N1.HOG0000517	OG0000257	n142												PON48029.1		POO01241.1, PON55039.1, PON94086.1, POO02677.1, PON67168.1, PON92289.1		
N1.HOG0000518	OG0000261	n1												PON72866.1		PON50703.1		
N1.HOG0000519	OG0000261	n21												PON47206.1		POO02911.1		
N1.HOG0000520	OG0000261	n40												PON57799.1		PON89987.1		
N1.HOG0000521	OG0000261	n69												PON34138.1		PON81834.1		
N1.HOG0000522	OG0000261	n74												PON50078.1		PON96890.1		
N1.HOG0000523	OG0000261	n76														PON96892.1		
N1.HOG0000524	OG0000261	n80												PON50079.1				
N1.HOG0000525	OG0000261	n82												PON44316.1		PON82488.1		
N1.HOG0000526	OG0000262	n2												PON39604.1		PON79917.1		
N1.HOG0000527	OG0000262	n32												PON68036.1		PON98134.1		
N1.HOG0000528	OG0000262	n41												PON54851.1				
N1.HOG0000529	OG0000262	n54												PON58562.1				
N1.HOG0000530	OG0000263	n0												PON44349.1		PON66812.1		
N1.HOG0000531	OG0000266	n0														POO01262.1		
N1.HOG0000532	OG0000268	n12												PON55573.1, PON58230.1, PON36933.1		PON86783.1		
N1.HOG0000533	OG0000268	n15												PON63974.1, PON43266.1, PON36854.1		PON31905.1		
N1.HOG0000534	OG0000268	n18												PON44351.1				
N1.HOG0000535	OG0000270	n0												PON42729.1, PON55579.1		PON97905.1		
N1.HOG0000536	OG0000271	n1												PON44967.1		PON83544.1		
N1.HOG0000537	OG0000271	n45														PON83309.1		
N1.HOG0000538	OG0000271	n54												PON40670.1		PON93040.1		
N1.HOG0000539	OG0000271	n71												PON44500.1		PON45327.1		
N1.HOG0000540	OG0000271	n110												PON33840.1		PON88721.1		
N1.HOG0000541	OG0000271	n134												PON36721.1		PON85617.1		
N1.HOG0000542	OG0000274	n0												PON33892.1		PON90904.1		
N1.HOG0000543	OG0000276	n0												PON39069.1, PON63893.1				
N1.HOG0000544	OG0000277	n0												PON34970.1		PON86018.1		
N1.HOG0000545	OG0000280	n0												PON68631.1				
N1.HOG0000546	OG0000281	n1												PON58573.1, PON52320.1, PON56756.1, PON75630.1		PON86724.1		
N1.HOG0000547	OG0000281	n21														PON98625.1		
N1.HOG0000548	OG0000284	n0												PON45816.1, PON48027.1, PON46115.1		PON34445.1, POO02676.1, PON67169.1, PON94087.1, PON96404.1		
N1.HOG0000549	OG0000286	n0														PON39818.1, PON89622.1, PON67760.1, PON31374.1, PON96393.1, PON81074.1, PON62231.1		
N1.HOG0000550	OG0000287	n5												PON52788.1		PON86229.1		
N1.HOG0000551	OG0000287	n6												PON47077.1		PON98873.1		
N1.HOG0000552	OG0000287	n7												PON60453.1		PON60722.1		
N1.HOG0000553	OG0000287	n8												PON47572.1, PON67215.1				
N1.HOG0000554	OG0000298	n33														PON94094.1, PON93366.1		
N1.HOG0000555	OG0000298	n35												PON38459.1		PON87234.1		
N1.HOG0000556	OG0000298	n36												PON31752.1		PON94074.1		
N1.HOG0000557	OG0000298	n96														PON94091.1		
N1.HOG0000558	OG0000301	n2												PON75588.1				
N1.HOG0000559	OG0000301	n132												PON32804.1, PON77008.1				
N1.HOG0000560	OG0000303	n1												PON32375.1		PON97082.1		
N1.HOG0000561	OG0000303	n25												PON69850.1		PON98508.1		
N1.HOG0000562	OG0000303	n43												PON69849.1		PON98509.1		
N1.HOG0000563	OG0000303	n64												PON69852.1		PON98505.1, PON98506.1		
N1.HOG0000564	OG0000303	n131														PON98502.1		
N1.HOG0000565	OG0000304	n1												PON34422.1, PON34423.1		PON91737.1		
N1.HOG0000566	OG0000304	n55												PON34417.1				
N1.HOG0000567	OG0000307	n0												PON40982.1				
N1.HOG0000568	OG0000308	n1												PON75797.1				
N1.HOG0000569	OG0000308	n3												PON75803.1		PON97642.1		
N1.HOG0000570	OG0000315	n0												PON36071.1, PON67101.1		PON45190.1		
N1.HOG0000571	OG0000317	n1												PON50188.1		PON67983.1		
N1.HOG0000572	OG0000317	n20														POO01688.1, POO01689.1, POO01686.1		
N1.HOG0000573	OG0000317	n35												PON69323.1				
N1.HOG0000574	OG0000317	n128												PON42609.1		POO01213.1		
N1.HOG0000575	OG0000318	n0												PON52300.1		PON84148.1		
N1.HOG0000576	OG0000319	n0												PON75686.1		POO00919.1		
N1.HOG0000577	OG0000322	n4												PON67240.1				
N1.HOG0000578	OG0000322	n25														PON37546.1, POO02797.1		
N1.HOG0000579	OG0000324	n2												PON78831.1				
N1.HOG0000580	OG0000324	n35												PON59510.1		PON77835.1		
N1.HOG0000581	OG0000324	n36												PON46504.1		PON87341.1		
N1.HOG0000582	OG0000324	n37												PON34330.1		PON41419.1		
N1.HOG0000583	OG0000324	n41												PON38061.1				
N1.HOG0000584	OG0000324	n47												PON73207.1, PON70587.1		PON45747.1		
N1.HOG0000585	OG0000324	n61														POO03852.1, PON68986.1		
N1.HOG0000586	OG0000324	n74												PON76987.1		PON91412.1		
N1.HOG0000587	OG0000328	n1												PON41556.1		PON99854.1, PON47613.1		
N1.HOG0000588	OG0000328	n33												PON41558.1		PON47612.1		
N1.HOG0000589	OG0000329	n3														PON88277.1		
N1.HOG0000590	OG0000329	n120														PON44948.1, PON88643.1		
N1.HOG0000591	OG0000329	n123														PON44949.1		
N1.HOG0000592	OG0000329	n124														PON86689.1		
N1.HOG0000593	OG0000331	n1												PON73186.1				
N1.HOG0000594	OG0000331	n3												PON49589.1, PON44914.1, PON44915.1		PON67531.1		
N1.HOG0000595	OG0000332	n7												PON41011.1, PON59620.1				
N1.HOG0000596	OG0000332	n42												PON41317.1, PON73683.1, PON50398.1				
N1.HOG0000597	OG0000332	n60												PON54372.1, PON41316.1, PON33901.1				
N1.HOG0000598	OG0000332	n102												PON79427.1, PON41294.1				
N1.HOG0000599	OG0000332	n104												PON51241.1, PON79032.1				
N1.HOG0000600	OG0000332	n107												PON58606.1, PON32158.1				
N1.HOG0000601	OG0000332	n120												PON76081.1		PON88620.1		
N1.HOG0000602	OG0000332	n121												PON69382.1, PON61865.1		PON86666.1		
N1.HOG0000603	OG0000332	n123												PON42377.1, PON47392.1				
N1.HOG0000604	OG0000333	n0												PON66015.1		PON91684.1, PON91687.1, PON91685.1, PON54291.1		
N1.HOG0000605	OG0000336	n0												PON49838.1		PON82532.1		
N1.HOG0000606	OG0000337	n1												PON61780.1		PON88730.1		
N1.HOG0000607	OG0000337	n30												PON52497.1				
N1.HOG0000608	OG0000337	n32												PON46132.1				
N1.HOG0000609	OG0000337	n61												PON74673.1		PON88126.1		
N1.HOG0000610	OG0000338	n0												PON64571.1		PON51839.1, PON92167.1, PON65100.1, PON82624.1, PON32400.1		
N1.HOG0000611	OG0000341	n2												PON32225.1				
N1.HOG0000612	OG0000341	n66												PON52741.1		PON87404.1		
N1.HOG0000613	OG0000341	n69												PON46390.1				
N1.HOG0000614	OG0000341	n70												PON51068.1		PON94566.1		
N1.HOG0000615	OG0000342	n1														PON81307.1		
N1.HOG0000616	OG0000342	n101														PON56402.1, PON74023.1, PON81288.1		
N1.HOG0000617	OG0000342	n108												PON59802.1		PON81292.1, PON80911.1, PON71578.1		
N1.HOG0000618	OG0000342	n111												PON74128.1		PON47543.1, PON79890.1, PON51624.1, POO04201.1		
N1.HOG0000619	OG0000342	n115												PON41627.1		PON56783.1, PON84497.1		
N1.HOG0000620	OG0000342	n118												PON49766.1		PON71582.1		
N1.HOG0000621	OG0000342	n119												PON64391.1		PON69334.1, POO00253.1		
N1.HOG0000622	OG0000343	n99												PON63317.1				
N1.HOG0000623	OG0000343	n118												PON63315.1, PON63311.1		PON94773.1		
N1.HOG0000624	OG0000348	n2												PON77331.1		PON72171.1		
N1.HOG0000625	OG0000348	n3												PON77229.1, PON77304.1, PON77281.1		PON95768.1		
N1.HOG0000626	OG0000349	n0												PON41846.1, PON41844.1		PON37936.1		
N1.HOG0000627	OG0000350	n1												PON53964.1		PON67755.1		
N1.HOG0000628	OG0000350	n56												PON52070.1		PON42468.1		
N1.HOG0000629	OG0000350	n114												PON36163.1, PON59782.1				
N1.HOG0000630	OG0000351	n0												PON80037.1		PON97499.1, PON92278.1		
N1.HOG0000631	OG0000353	n1												PON74277.1		PON84853.1		
N1.HOG0000632	OG0000353	n19												PON74274.1				
N1.HOG0000633	OG0000353	n58												PON74297.1		PON84832.1		
N1.HOG0000634	OG0000353	n60												PON74288.1, PON74289.1		PON84840.1		
N1.HOG0000635	OG0000353	n64														PON84841.1		
N1.HOG0000636	OG0000353	n67												PON74291.1		PON84836.1, PON84837.1		
N1.HOG0000637	OG0000353	n116												PON74265.1		PON57526.1		
N1.HOG0000638	OG0000353	n117												PON74262.1		PON57529.1		
N1.HOG0000639	OG0000354	n79												PON42723.1		PON59480.1		
N1.HOG0000640	OG0000354	n80												PON77086.1		PON52194.1		
N1.HOG0000641	OG0000354	n115												PON77094.1		PON59479.1		
N1.HOG0000642	OG0000354	n116												PON77093.1		PON59478.1		
N1.HOG0000643	OG0000357	n1												PON66200.1				
N1.HOG0000644	OG0000357	n98												PON66197.1		PON78501.1, PON61500.1		
N1.HOG0000645	OG0000358	n1												PON49124.1		PON41553.1		
N1.HOG0000646	OG0000358	n18												PON59198.1		POO01438.1		
N1.HOG0000647	OG0000359	n1												PON55294.1		PON84716.1		
N1.HOG0000648	OG0000359	n85														POO03542.1, PON91706.1		
N1.HOG0000649	OG0000359	n88												PON60964.1, PON63537.1, PON62693.1, PON50169.1, PON77881.1		PON97111.1		
N1.HOG0000650	OG0000359	n94												PON77076.1, PON58326.1		PON83496.1, PON51252.1, PON98961.1		
N1.HOG0000651	OG0000359	n101												PON78830.1		PON71630.1		
N1.HOG0000652	OG0000359	n112												PON53956.1		PON57046.1		
N1.HOG0000653	OG0000360	n0												PON36673.1		POO00339.1		
N1.HOG0000654	OG0000368	n0												PON75675.1				
N1.HOG0000655	OG0000369	n2												PON51131.1		PON92214.1		
N1.HOG0000656	OG0000369	n3												PON66848.1		PON59158.1		
N1.HOG0000657	OG0000370	n0												PON43771.1				
N1.HOG0000658	OG0000371	n0												PON45877.1		PON88161.1		
